appid,developers
1669000,Limbic Entertainment
335670,Realmforge Studios
288470,Polymorph Games
201790,Terry Cavanagh
1017900,Byterunners
339610,Dotemu
1173370,Treyarch
780290,Raven Software
1233570,High Moon Studios
1504570,Beenox
1815780,Activision Shanghai
1121910,Sledgehammer Games
875210,Drakeling Labs
915320,Lightspeed Studios™
669330,Neon Giant
914620,Laminar Research
927380,Blackbird Interactive
597820,Rugbug Redfern
265550,Playwing LTD
264200,PLANET JEM
872790,Old B1ood
731490,New World Interactive
311340,Digixart
1150440,Xaviant
1390350,Criterion Games
986130,AlphaSoft LLC
2768430,Hazelight Studios
493900,SnoutUp
965200,Wizards of the Coast LLC
270550,Ubisoft Toronto
3274300,Ubisoft Annecy
2600,Ubisoft Belgrade
2252570,Ubisoft Kyiv
996580,Ubisoft Pune
332310,Ubisoft Odesa
858210,Milkstone Studios
246420,Saikono
391720,Pounce Light
287450,Redamz
1672970,Boundless Dynamics
1129190,Unknown Developer
872410,Sumo Digital
278360,L2 Games
1318690,Travellin Cats
2384580,Ghostpie Studio
448510,BioWare
38410,Pocketpair
861650,Red Axe Games
2121360,Stairway Games
342200,DONTNOD Entertainment
2305790,Rebellion
445220,Playsaurus
320300,Contingent99
2784840,Subset Games
1681430,RuneStorm
921570,Norsfell
411300,Kabam Games
351640,Inc.
1029550,Nabi Studios
1782120,Clock Wizard Games
344760,Big Cheese Studio
1301720,Ubisoft Sofia
2181930,Ubisoft Kiev
361280,Eidos-Montréal
1556790,Feral Interactive (Mac)
1147690,Novalink
1850740,Spiders
1361510,Skullcap Studios
1465460,Raptor Byte
1139980,BULKHEAD
389570,Xelu
256290,Those Awesome Guys
2437170,Freebird Games
882790,AMPLITUDE Studios
2027330,Killmonday Games AB
743450,Digitalmindsoft
1382330,CyberLight Game Studio
2519060,Acid Nerve
2167580,Keen Games GmbH
2537590,EXOR Studios
1574580,Square Enix
209170,Buried Signal
209160,DIMPS
418030,OppaiMan
287980,Matt Dabrowski
1201240,Madruga Works
232890,CodingDaniel
712100,Nikita Kryukov
437920,Poolians.com
732690,STAR ENGINE PROJECT
990630,RyseUp Studios
1238820,FireFly Studios
2232840,Dead Mage
21120,NPC Studio
2646460,Steel City Interactive
393080,Unknown Developer
2103140,inXile Entertainment
314650,Ubisoft Montreal
1049800,Ubisoft Montreal
456750,Theorycraft Games
2780980,CyberConnect2
1481400,Shiying Studio
1563180,thatgamecompany
462780,MrSuicideSheep
1162520,Infinite Fall
589780,Paradox Development Studio
244160,Lonerangerix
878750,Team Fractal Alligator
2666510,Dominique Grieshofer
1629520,Bad Guitar Studio
286940,Dotemu
317360,Guard Crush
350640,Lizardcube
1056960,Dry Cactus
936790,Visual Concepts
278080,Ryu Ga Gotoku Studio
65800,Client/Frontend: Endava  / Backend: SuperNimbus
2909400,Haemimont Games
424030,Abstraction
233290,Obsidian Entertainment
1063660,NetherRealm Studios
473690,QLOC
1548850,Relic Entertainment
212480,Infinity Ward
394310,11 bit studios
39120,Worldwalker Games LLC
48240,Coatsink
2651280,GrizzlyGames
1353230,Stage Clear Studios
792220,Absolut Soft LLC
1488200,adamgryu
1559390,Fun Dog Studios
362490,Cellar Door Games
65540,Squanch Games
1016800,Inc.
602520,Triiodide Studios
469600,Fireproof Games
1061090,Aesir Interactive
1577120,Desertkun
1566690,Flying Wild Hog
333420,Sector D2
2933620,Its happening
2071280,Undead Labs
1126320,MachineGames
203290,Ironwood Studios
386070,Swan
1188930,Gearbox Software
228200,PixelTail Games
415200,Toadman Interactive
1277400,Artplant
224760,Robot Gentleman
1182620,Valve
911400,Eugen Systems
389430,RageSquid
1611600,DIMPS
420110,Asobo Studio
2772750,Angela He
690640,Digital Sun
698670,Telltale Games
48720,Santa Goat
1475810,Lag Studios
290340,GoodbyeWorld Games
835960,turbolento games
223100,Thekla
826630,Inc.
778700,SEGA
1105670,Avalanche Studios
1333350,Nadeo
1526490,Star Gem Inc.
885970,Softstar Technology (Beijing) Co.
39510,Unknown Developer
1229380,Radical Fish Games
320240,Firaxis Games
442080,Doctor Shinobi
732430,Gearbox Software
242720,Blind Squirrel Games
1164940,Stress Level Zero
2064650,DragonSnow
206500,Cygames
607080,Inc.
330840,Red Nexus Games Inc.
1377580,Winged Cloud
495890,Angela Game
847370,Sloclap
700600,Foxy Voxel
382310,XD
209660,Wemade Next
209650,NEKO WORKs
606280,Angel Matrix
506610,Warner Bros. Games Montréal
232770,QLOC
2114740,Guerrilla
1424330,Nixxes Software
2725260,CD PROJEKT RED
529180,Pine Studio
1525700,Codename Entertainment Inc.
1338770,（Hong Kong）GKD Game Studio
294860,Square Enix
204340,Square Enix
1971650,Miro Haverinen
1605220,Subcreation Studio
1128920,Mossmouth
1283410,Orange_Juice
400910,Two Star Games
1812450,Nils Jakrins
769560,Worlds Edge
234670,Forgotten Empires
784080,Tantalus Media
368360,CaptureAge
253250,Virtuos Games
228300,BioWare
1190970,Dynamic Pixels
1647160,Telltale Games
306020,Mouldy Toof Studios
2488620,Ubisoft Montreal
410340,AMPLITUDE Studios
315210,Teyon
909080,Interplay Inc.
1369320,GIBBING TREE
589870,Unknown Developer
1522820,Ubisoft - San Francisco
673880,Ubisoft - Osaka
1030210,CI Games
215080,Ember Lab
813630,Hologryph
332570,Eerie Guest Studios
1170950,Heart Machine
329110,Osumia Games
593600,OpenTTD
799600,Barrel Roll Games
950670,Croteam
688420,Gunfire Games
2608050,Vigil Games
3107330,THQ Nordic
268650,Dekovir Entertainment
225260,BANDAI NAMCO Studios Inc.
1676840,Eko Software
1907700,Beamdog
1276790,Jutsu Games
206190,Infinity Ward
2291760,Sledgehammer Games
204880,Infinity Ward
280160,Sledgehammer Games
867210,Humble Hearts LLC
282900,Sports Interactive
377840,UPLAY Online
300380,Quiet River
973580,ghosthunter
311730,Daniel Mullins Games
610370,Pixpil
846770,Code Horizon
666220,Total Mayhem Games
681660,Inflexion Games
914800,Quantic Dream
1161770,Telltale Games
45760,Fair Games ApS
1328660,Slug Disco
1611910,Obsidian Entertainment
1238060,SEGA
631510,PopCap
1674170,Firaxis Games
809960,Aspyr (Mac)
2634950,Aspyr (Linux)
428550,RewindApp
1331550,id Software
1377380,Avalanche Studios
555220,Aluba Studio
3244220,Cellar Door Games
365300,NEXON Korea Corporation
418340,DONTNOD Entertainment
238430,Eek! Games
1128000,Unknown Developer
528230,Amanita Design
409160,Yacht Club Games
1195460,Bippinbits
1115690,Vlambeer
714120,Omeda Studios
1385380,Bossa Studios
1671200,TUNIC Team
861540,Rebellion
792300,Fatshark
329430,RedRuins Softworks
1938010,OMEGAMES STUDIO
245620,Telltale
872670,Scott Cawthon
2415010,Landfall
2429860,PlayWithFurcifer
362930,Relic Entertainment
537800,Feral Interactive (Mac)
707030,Feral Interactive (Linux)
237310,Purple Lamp
1244090,Bulwark Studios
496300,Stoic
2163330,Fullbright
2171440,Klei Entertainment
2162800,Alexander Bruce
1749630,Fenix Fire Entertainment
339340,rittzler
320,Steel Crate Games
2808930,Small Impact Games
464060,Games by Malcs
1571440,David OReilly
423230,Camshaft Software Ltd
1785150,Tripwire Interactive
333640,CAPCOM Co.
1214280,Unknown Developer
399810,Aggro Crab
1137460,Rusty Lake
115320,Auroch Digital
242700,BANDAI NAMCO Studios Inc.
764790,Giants Software
1114150,Virtual Heroes
214340,Army Game Studio
702670,Team Ladybug
397340,WSS playground
362960,Bermuda Computer Club
396750,ION LANDS
1361000,Indoor Astronaut
1285670,The Outsiders
47410,Cat5Games
1147550,Total Mayhem Games
1286350,CI Games
1404850,Deck 13
1239080,The Bearded Ladies
375950,Valko Game Studios
552620,Triumph Studios
211400,Dingaling Productions
613830,Lionhead Studios
234650,Robot Entertainment
222480,Forgotten Empires
13520,Tantalus
2239550,JOYCITY
2795000,Oddshot Games
249050,Flaming Fowl Studios
388880,Saber Interactive
1463120,DICE
891040,Ac Games
273350,Gameloft
2157110,Psyop
429790,USERJOY Technology Co.
874260,Unknown Developer
710920,Vulcron
2513280,Game River
1034140,Dimension 32 Entertainment
446800,Ryu Ga Gotoku Studio
1012790,Experiment 101
790740,Capcom Game Studio Vancouver
1259980,Silver Dollar Games
952860,Sports Interactive
108800,Vicarious Visions
99830,Iron Galaxy
1049890,KONAMI
1111460,Tindalos Interactive
2696480,Sbug Games
436520,ColePowered Games
814370,Kiseff
597220,Realmforge Studios
1352080,Alda Games
354140,Awesome Games Studio
604240,vanripper
1069740,Troika Games
215280,Sports Interactive
238370,Toys for Bob
544750,Iron Galaxy Studios
1281800,TT Games
678800,Travellers Tales
1740720,Chimeric
1273710,Ironhide Game Studio
1059990,Bloober Team SA
621830,SkyBox Labs
718670,Big Huge Games
403190,Mojang Studios
2638370,\u202aDouble Eleven
1942120,GB Patch Games
614570,KOEI TECMO GAMES CO.
2791440,LTD.
1367550,Gone North Games
2440510,Tobias Springer
242550,KOEI TECMO GAMES CO.
290080,LTD.
1007040,Ghost Town Games Ltd.
1205450,Black Isle Studios
658850,crea-ture Studios Inc.
1372110,庄不纯工作室
573100,Piranha Games Inc.
324160,JustPlay.LOL
519190,Boxelware
470310,Red Dot Games
227860,KolbasinoGames
356570,Teyon
1042550,Square Enix
257350,ACQUIRE Corp.
652980,Piranha Bytes
2909110,Sanctum Games
1475380,Grease Monkey Games
2495450,CABO Studio
690040,Codeatch
327030,Bitbeast Games
458710,Agafonoff
443810,Gamious
360170,BlackMill Games
1849250,4G
423880,Renderise
753420,Tribute Games Inc.
1865370,Jutsu Games
224480,Isolated Games
934700,Freakinware Studios
913740,Ubisoft Montréal
616560,Titan Forge Games
656350,甲山林娛樂股份有限公司
242640,Felix Filip
375480,Beautiful Glitch
469820,ATLUS
496240,Sledgehammer Games
398710,Treyarch
2187290,Infinity Ward
1295510,Beenox
926990,Raven Software
300600,High Moon Studios
234040,Demonware
214420,Com2uS
586140,Asobo Studio
1249800,Bad Viking
803330,Infinity Ward
1043810,Infinity Ward
2901520,ColdGames
686200,Dinosaur Polo Club
611670,KLab Inc.
850190,FireFly Studios
491950,CREATIVE ASSEMBLY
1353300,Feral Interactive (Mac)
1293230,Feral Interactive (Linux)
505230,WeirdBeard
2285150,Steel Wool Studios
572890,Hello Games
1324130,DICE
650700,Euphoric Brothers
2668510,Monolith Productions
1891700,Inc.
589590,Timegate
1021950,CampFire Studio
1202130,Raven Software
1290490,Beenox
1136160,波浪游戏 (Wave Game)
1054490,Cosmographic Software
515180,Novalink
209080,Fireproof Games
360940,Mirage Creative Lab
298240,Bit Golem
226860,Cheesecake Dev
2695940,KAIKO
2194530,Vigil Games
39500,Softstar Technology (Beijing) Co.
879160,Unknown Developer
376870,Deconstructeam
2340650,Gearbox Software
1426450,Aspyr (Mac)
1307890,GirlGames
221260,Mister Morris Games
1895880,Max Inferno
3058630,Dragonfly GF Co.
40990,LTD
816090,Double Action Factory
1615290,Jorge Rodriguez
2426960,Frogwares
1675900,Machine Games
537180,Arkane Studios
533300,Deck Nine
1372280,KOEI TECMO GAMES CO.
2381620,LTD.
48220,Chromatic Games
214510,Square Enix
40950,Campfire Games
50640,Airtight Games
50620,Joey Drew Studios
449960,Sloclap
930210,Highwire Games
230230,Sumo Digital
1273400,Lazy Bear Games
979110,gamigo US Inc.
462770,Blue Byte
482400,Related Designs
1406990,Insomniac Games
536270,Nixxes Software
1504500,Team Reptile
331600,Kozhakov
665360,Dancing Dragon Games
2408820,甲山林娛樂股份有限公司
352720,Bare Mettle Entertainment
57690,Piranha Bytes
298610,The Farm 51
799960,NEKO WORKs
251150,AutoAttack Games
1957780,Nexile
384180,Supermassive Games
70000,Team Ranger
1927780,GSC Game World
208200,Treyarch
266510,Raven Software
40100,Beenox
1272320,High Moon Studios
367580,Activision Shanghai
1207650,Sledgehammer Games
252610,Infinity Ward
446020,Demonware
248610,Passtech Games
351290,Dr PinkCake
312670,U.S. Army
598700,Planetary Annihilation Inc
673750,Al Fine
212160,Relic Entertainment
625340,Playsport Games
378540,CAPCOM Co.
2140020,Unknown Developer
307960,Polytron Corporation
897330,Freebird Games
1118310,Ubisoft Entertainment
2677660,Noah System
900270,Mgame
589360,Eugen Systems
948740,NEKO WORKs
1065310,Łukasz Jakowski
677160,Frozenbyte
601220,Ebb Software
1745510,TaleWorlds Entertainment
2653790,Tango Gameworks
594330,League of Geeks
933820,Croteam
207230,Dambuster Studios
675260,KING Art
893180,Team Amorous
407130,Ishtar Games
2667970,Shanghai SilverMoon Network Technology Co.Ltd
252330,SaltyEgg Studio
2378620,Creative Assembly
368370,Feral Interactive
327410,Piranha Bytes
321360,Chris Nordgren
502520,Jordi Roca
1547000,Compulsion Games
1911390,WeMade
924140,VALOFE
459220,GrizzlyGames
430960,Masangsoft
2140510,Trepang Studios
1473480,Hotta Studio
520440,Carbon Games
113420,Double Fine Productions
1177980,Telltale Games
253430,VALOFE
1498570,JCKSLAP
2707940,Insomniac Games
301910,Blind Squirrel Games
2457220,Rebellion
1941780,Strange Loop Games
408900,Sledgehammer Games
937170,Raven Software
215530,Sledgehammer Games
747610,Raven Software
366090,Gunfire Games
919640,Scott Cawthon
2229850,Running With Scissors
939850,The Game Kitchen
1126290,Animal Uprising
1473350,Adglobe
1110910,Live Wire
39150,Snail Games USA
1316680,Untitled Studio
360740,CI Games
1122720,SEGA
218680,Croteam
342180,Square Enix
1846170,ACQUIRE Corp.
2132850,Shiro Games
2849080,ROCKFISH Games
3156770,Odd Bug Studio
1239020,CreSpirit
617830,GemaYue
281610,Donkey Crew
578620,Giant Games
1944430,CyberConnect2 Co. Ltd.
1062160,Piranha Games Inc.
584980,Robot Gentleman
304650,Radiant Entertainment
210770,DONTNOD Entertainment
410320,Frozen District
435400,Cosmic Adventure Squad
218640,Ninja Kiwi
632300,Codemasters
1158940,LuGus Studios
593280,Rocksteady Studios
2375550,Rusty Lake
297130,DU&I
1382070,Light Bringer Games inc.
694280,Robot Entertainment
587620,Bulwark Studios
633460,Echtra Inc.
474750,Ankama Studio
719890,Supra Games
1606180,Fayju
1262600,Star Vault AB
2058180,Infinity Plus 2
2688950,Snail Games USA
351920,Walternate Realities
2140330,THQ Nordic Barcelona
291860,Plausible Concept
292000,Oskar Stålberg
700030,Travellin Cats
868360,Goblobin
1003590,Brilliant Skies Ltd.
2668080,Double Fine Productions
1321440,IronOak Games
999220,Unknown Developer
1349230,Airship Syndicate
951440,Suspicious Developments
489630,Flipline Studios
427100,Ironclad Games Corporation
252530,Stardock Entertainment
897450,Lince Works
758190,Lavapotion
677120,IDEA FACTORY Co.
1764390,Unknown Developer
1926680,COMPILE HEART Co.
1359980,Unknown Developer
1123770,FELISTELLA Co.
2570630,Unknown Developer
899440,Square Enix
777130,Redemption Road
359050,Pixel Dash Studios
916840,CI Games
217200,Team NINJA
206480,KOEI TECMO GAMES CO.
2190290,LTD.
328080,Mimimi Games
266010,10tons Ltd
1178030,Unreal Software
595520,NEOWIZ BLESS STUDIO
1202900,Toge Productions
673610,DerelictHelmsman
1740100,Capcom
2012510,Stellar Entertainment Limited
67370,Complex Games
2786680,Visceral Games
15620,CAPCOM Co.
973230,Unknown Developer
298050,Hamish Dunn
1537830,Boss Key Productions
1996040,Genki Co.
1205520,Unknown Developer
234080,Bombservice
1121560,Hovgaard Games
1594940,Jackto Studios
539470,RedCandleGames
351970,Cyberwave
610080,Shokunin
422970,Thomas M. Visser
40300,Vincent Thiele
1097430,Rooster Teeth Games
2446550,Monochrome
704450,Unknown Developer
395170,Picroma
503940,Flow Fire Games
1469280,Crows Crows Crows
319910,Undaunted Games
272510,Brave At Night
886250,Killmonday Games AB
290300,Dreamsite Games
1282590,COGNOSPHERE PTE. LTD.
1509510,Terry Cavanagh
1241700,Illusion Ray
1129540,Undead Labs
1227530,KOEI TECMO GAMES CO.
1458100,LTD.
1962660,Haemimont Games
531640,Affray Interactive
468920,Two and a Half Studios
362620,Inusuku
1272160,Artefacts Studio
558100,Runner Duck
597760,Running With Scissors
1535560,KOG
226840,Sabotage Studio
204030,Noio
1148590,Awesome Games Studio
371970,Miro Haverinen
1911610,tobspr Games
674500,Low-Hi Tech
236690,CAPCOM Co.
734750,Unknown Developer
237870,Valve
1343240,Pochemu LTD
557180,Reikon Games
96100,Manic Mice
1184050,The Game Bakers
382490,Brainwash Gang
2015270,Freehold Games
1199030,Pugscape
2368470,Cyanide Studio
1116960,PUMPKIM
567630,Radical Entertainment
532110,NetherRealm Studios
258520,High Voltage Software
285310,Sabotage
619150,CarX Technologies
588030,Unknown Developer
1970580,Daedalic Entertainment
807120,Ben Esposito
276810,Jundroo
501590,Unknown Developer
1000360,Obsidian Entertainment
311260,ROCKFISH Games
24720,Ravenhood Games
1574820,YCJY Games
647830,FireFly Studios
269770,NotGames
239200,Awe Interactive
690530,TrampolineTales
728530,KillHouse Games
648100,Zoe Vartanian
268130,Badru
202750,Isa Hutchinson
1250760,Michael Bell
404410,AtomTeam
1997680,Tequila Works
2458530,S.L.
1261040,Square Enix
41000,Harebrained Schemes
1202540,Capcom
208140,Crytek Studios
765410,Ubisoft Toronto
1293160,Howlin Hugs
1342330,AMPLITUDE Studios
1150080,Night School Studio
1146630,Undergrad Steve
816340,Poolians.com
742120,Turtle Rock Studios
1064610,Sundays Games
212800,Artix Entertainment
562010,Unknown Developer
20,Modern Storyteller
1812820,Airship Syndicate
730310,Sonic Team
1172450,Studio FOW Interactive
1179080,Urban Games
768200,CM Games
648390,Other Tales Interactive
272060,Milestone S.r.l.
250180,香港商河洛互動娛樂股份有限公司
316790,Crytek Studios
263060,Crytek Studios
544550,Pupuya Games
2144740,落叶岛项目组
1203630,橘子班
70400,Pixelatto
1274290,BlackSpot Entertainment
258970,moi rai games
473950,Asymmetric
1161170,5minlab Corp.
1624540,Scott Cawthon
970830,Megastorm Games
702050,Seen Games
644830,Funcom
1335790,Pieces Interactive
562220,BANDAI NAMCO Studios Inc.
2698940,Dimps Corporation
321960,Rusty Lake
674140,Ninja Kiwi
1275890,Magic Design Studios
450390,Robot Squid
102600,Spilt Milk Studios Ltd
1497440,Holy Wow Studios LLC
2920570,KT Racing
799640,Weather Factory
453090,Madruga Works
1881700,Mega Cat Studios
1009560,pgWave
1220010,Arkane Studios
825630,Fen Research Ltd
1585220,Ironhide Game Studio
1166290,Turn 10
2551500,Ubisoft Montpellier
241260,Bitbox Ltd.
310370,SANDLOT
1229240,Snoozy Kazoo
245470,Fictiorama Studios
428660,CyberConnect2 Co. Ltd.
70300,Tindalos Interactive
508900,VisualArts/Key
352400,SOFF Games
230190,Dandylion
365960,Sauropod Studio
1443200,Pinokl Games
369990,Kverta
1013320,h.a.n.d.
1288320,Inc.
460810,Beamdog
2933130,CakeEaterGames
1292940,BG Productions
377530,LIMITED
893850,Dojin Otome
2771670,SUPERHOT Team
2818260,Team17
378610,Ironhide Game Studio
2739600,Weappy Studio
1874490,Eko Software
607260,Codemasters
1578650,Moonlit Works
1079260,TEAM HORAY
263980,Majorariatto
1593030,Young Horses
673130,Dambuster Studios
1434950,panstasz
564710,Brilliant Game Studios
601050,Thorium
671510,Cyanide Studio
499520,Subworld
2676840,Free Lives
1635450,Downpour Interactive
2399420,Digital Melody
1252780,Alawar
994730,Square Enix
1360000,eduweb
1963370,Doctor Entertainment AB
435530,Doctor Entertainment AB
2410490,Doctor Entertainment AB
237630,Arc System Works
2445690,SOFTSTAR
2240530,DOMO Studio
1173770,Black Forest Games
2461850,Pandemic Studios
454120,Suspicious Developments
1857090,Terletski Games
2552430,RIKANIMATION
1120810,PixelShard
238210,KillHouse Games
915100,Bethesda Game Studios
313690,Coffee Stain North
2458860,Osmotic Studios
637100,Pablo Leban
530890,Aniki
795100,Male Union ♂
232010,Ice-Pick Lodge
1696440,Samar Studio
2276930,Arnaud De Bock
526160,Rémi Forcadell
582550,Alan Zucconi
